id,type,text
122,T,"http://macholand.fr/beta/Les féministes frappent encore avec ce site de merde.Pure incitation à la haine.Même leur titre se contredit : ""Macho"" est un adjectif que l'on ne peut attribuer qu'à un mec, mais c'est censé lutter contre le sexisme."
124,R,"Encore des pleureuses bien au chaud dans leur maison, bien plus à l'aise que bien des femmes dans des régions du monde où le féminisme serait une nécessité.Raz-le-cul de les entendre chouiner ! Les femmes n'ont pas besoin des hommes pour afficher une allure de pute ou de souillon, et après elles demandent à être respectées…Le féminisme moderne n'est pas l'égalité, mais la mise à mort et la castration de l'homme blanc occidental. J'ai encore vu aujourd'hui une d'elle pleurer à cause d'une publicité pour un whisky ( Grant's )où on voit trois hommes. C'est sexiste selon elle car pas de femme sur la publicité. Connasse !"
132,R,Ce délire s'inscrit dans la logique de féminisation de la société.
135,R,Une seule réponse logique.Le dédain.Sage in all fields.
157,R,>>122après faut pas confondre féministe et feminazi
174,R,C'est chaud avec gamergate
1294,R,"
le féminisme version canal+ parisienne bobo c'est vraiment de la merde
sinon http://fdpdelamode.com/"
1322,R,"
>>122
En fouillant les archives de l'internet, tu peux trouver adopteunarabe.com, bonne parodie
Je sais pas s'ils ont arrêté ou s'ils ont été interdits."
1323,R,"
Et maintenant elles s'en prennent au festival d'Angoulème putain!
https://www.facebook.com/notes/festival-international-de-la-bande-dessin%C3%A9e-dangoul%C3%AAme/la-parole-aux-auteures-/1036925726329678?comment_id=1037583419597242&ref=notif&notif_t=like
Regardez ce merdier, cette lettre limite d'apologie, les commentaires, on est en plein GamerGate version bande dessinée!"
1324,R,"
>>1323>facebook
non merci"
1374,R,">muh liberté d'expression sur le web, quand un site est ouvertement facho et misogyne>muh bashing injustifié quand un site fait exactement la même chose
Jamais change, tornade-pédé.
Vous êtes une des causes du problème. Pas la solution."
1392,R,"
Un magasin propose aux vielles de pouvoir retourner le matos acheter chez eux plus facilement pour s’ouvrir une porte sur ce marché. C'est la définition d'un privilège. 
Elles trouvent encore que c'est contre les femmes et les vielles. Que peut on faire pour elles?"
1417,R,"
>>1374
Va lire la constitution."
259,T,Vive la francePays de merde
260,R,Tu aurais pu poster dans ce topic : https://8chan.co/fr/res/24.htmlLa board est déjà suffisamment bordélique…Même si je pense que de toute façon le flood de certains gros débile a déjà tué la board /FR/…
